Company name,Booth number,Company location,Twitter,Linkedin,Facebook,Website,Description,Focus areas
California Life Sciences,Booth 2035,"San Diego, California, United States",https://twitter.com/CALifeSciences,https://www.linkedin.com/company/califesciences/mycompany/,https://www.facebook.com/CaliforniaLifeSciences,https://www.califesciences.org,"California Life Sciences (CLS) is the state’s most influential and impactful life sciences membership organization, advocating for the sector and its diverse innovation pipeline. For more than 30 years, CLS has served the community by supporting companies of all sizes, from early-stage innovators and startups to established industry leaders in the fields of biotechnology, pharmaceuticals, and medical technology. As integral components of a healthy and collaborative ecosystem, CLS also works closely with universities, academic and research institutions, the investment community, and other critical partners that promote this vibrant sector. With offices in South San Francisco, San Diego, Sacramento, Los Angeles, and Washington DC, CLS works to shape public policy, improve access to breakthrough technologies, educate lawmakers, and advance equity within our ecosystem by championing innovative solutions for some of the most pressing challenges of our times. In doing so, CLS fulfills its mission to protect and nurture California’s life sciences industry, empowering discoveries that lead to healthier lives around the world.",Associations
CAI,Booth 2465,"Indianapolis, Indiana, United States",,,,http://www.cagents.com,,Consulting
Business France,Booth 951,"Paris, Ile-de-France, France",,,,http://www.businessfrance.fr,,
Brown University,Booth 1985,"Providence, Rhode Island, United States",,,,https://www.brown.edu/research/tech-innovations,,
Brussels South Biopark Dev,Booth 1664,"Gosselies, Belgium",,,,https://biopark.be,,
"BRIM BIOTECHNOLOGY, INC.",Booth 743,"Taipei, Taiwan",,,,,,
"Brand Institute, Inc.",Booth 3380,"Miami, Florida, United States",,https://www.linkedin.com/company/brand-institute/,,http://www.brandinstitute.com,"Brand Institute is the global leader in brand name and identity development. We provide a broad portfolio of branding and naming-related services, including name development, trademark searches, market research, regulatory services, and visual identity solutions.","Preclinical, Clinical, Market - Drug (on patent), Market - Generics/OTC, Molecular/Cellular Diagnostics, Non-Molecular Diagnostics, Drug Delivery Device, Patient Monitoring Device, Bioinformatics, Marketing/Market Research"
Boyd Street Ventures,Booth 1149,"Norman, Oklahoma, United States",,,,http://www.boydstreetventures.com,,
"Bostal Drug Delivery Co., Ltd..",Booth 3264,"Guangzhou, Guangdong, China",,,,http://www.bostaldrug.com,,Market - Drug (on patent)
BORA PHARMACEUTICAL SERVICES INC.,Booth 987,"Mississauga, Ontario, Canada",,https://www.linkedin.com/company/borapharmaceuticals/,,http://www.bora-corp.com,"Bora Pharmaceuticals is a premier international contract development and manufacturing organization (CDMO) specializing in formulation development, clinical and commercial manufacturing and packaging of complex oral solid dose, liquid, and semi-solid pharmaceutical Rx and OTC products for clinical and commercial uses. From cell-line development and formulation to analytical services and clinical cGMP manufacturing, Bora now provides tailored development and manufacturing services to biologics developers end-to-end.","Preclinical, Clinical, Market - Drug (on patent), Market - Generics/OTC, CMO"
Brazos Valley Economic Development Corporation,Booth 1465,"Bryan, Texas, United States",,,,http://brazosvalleyedc.org,,
Calici,Booth 2654,"Daejeon, Korea, Republic of",,,,http://www.calici.co,,
Cayman Chemical Company,Booth 1235,"Ann Arbor, Michigan, United States",https://twitter.com/CaymanChemical,https://www.linkedin.com/company/cayman-chemical,https://www.facebook.com/CaymanChemical,https://www.caymanchem.com/services/overview,"Cayman provides US-based integrated preclinical discovery and development services to the global pharmaceutical, biotechnology, and academic research markets. Our diverse suite of services leverages a team of over 150 highly skilled scientists with expertise in medicinal and computational chemistry, structural biology, complex multi-step organic synthesis, GMP manufacturing, analytical chemistry, biomarker development, immunology, metabolism, cell biology, sample analysis, screening, and custom assay development. We offer a personalized, flexible approach that enables our clients to accelerate their drug discovery and development through a single-source partner, from novel drug design and synthesis to target identification and validation.",CRO & Analytical Labs
CBCC Global Research,Booth 2666,"Ahmedabad, Gujarat, India",,https://www.linkedin.com/company/cbcc-global-research/mycompany/?viewAsMember=true,https://www.facebook.com/cbccglobalresearch,http://www.cbcc.global,We are a full service Clinical CRO based in California with office in India and supporting global bio-pharmaceutical and medical device companies.,"Clinical, Market - Drug (on patent), Market - Generics/OTC, Drug Delivery Device, Research Technology, CRO & Analytical Labs"
CatSci,Booth 2085,"Cardiff, United Kingdom",,,,https://catsci.com/,"Spun out of AstraZeneca in 2010, CatSci is an award-winning innovation partner, dedicated to breaking down silos in drug development to accelerate the delivery of life-changing medicines. They proudly serve customers across the globe, delivering perfect-for-purpose solutions that balance timelines and resources with maximum flexibility.","Preclinical, CRO & Analytical Labs, CMO, Tech Transfer"
Cabarrus County,Booth 235,"Concord, North Carolina, United States",,,,https://www.cabarruscounty.us/Home,,
"CatchGene Co.,Ltd.",Booth 843,"New Taipei City, Taiwan",,https://www.linkedin.com/company/68616530/admin/,,http://www.catchgene.com,"Founded in 2016, CatchGene Co., Ltd. groups experts from different fields, including molecular biology, electrical engineering, software engineering and mechanics. We are dedicating to develop a better solution for purifying rare cfDNA or cfRNA from Liquid Biopsy.","Molecular/Cellular Diagnostics, Instrumentation"
Catalent Biologics,Booth 785,"Somerset, New Jersey, United States",https://twitter.com/catalentpharma,https://www.linkedin.com/company/162912,https://www.facebook.com/CatalentPharmaSolutions,https://biologics.catalent.com/,"Catalent Biologics has deep experience in development, manufacturing, and analytical services for new biological entities, biosimilars, plasmids DNA, cell and gene therapies, vaccines, sterile injectables, mRNA, and antibody-drug conjugates. Catalent has developed 680+ proteins and 16 marketed products using GPEx® technology, manufactured 45+ commercially-approved biotherapeutics, and supported 100+ clinical and commercial cell and gene therapy programs.","Preclinical, Clinical, CRO & Analytical Labs, CMO, Consulting"
Business France North America,Booth 951,"paris, Ile-de-France, France",,,,,,
Carpe Scheider y Cia SA,Booth 2949,"CABA, Ciudad de Buenos Aires, Argentina",,https://ar.linkedin.com/company/carpe-scheider-cia-s-a,,https://carpescheider.com,Carpe is a family-owned company with an excellent reputation and presence in the regional & the Argentine Pharmaceutical Industry.,"Preclinical, Clinical, Market - Drug (on patent), Market - Generics/OTC, Drug Delivery Device, CMO"
Caregen,Booth 3079,"Anyang-si, Korea, Republic of",,,,http://www.caregen.com,"Caregen is a global biotechnology company that has commercialized the unlimited expandability of its patented peptides as many innovative products. Over 600 different functional peptides developed by Caregen for the past 21 years have opened new paradigm in the field of biotechnology by expanding its applications to cosmeceutical, Class III medical devices, food supplements, and pharmaceuticals.","Clinical, Animal Health & Research"
Bray Leino Events,Booth 2348,"Devon, United Kingdom",,,,,,
"Braizon Therapeutics, Inc.",Booth 1353,"Tokyo, Japan",,,,,,
Cardinal Health Regulatory Sciences,Booth 2656,"Dublin, Ohio, United States",,,,http://cardinalhealth.com/regulatoryscienceresources,,Consulting
CarbGeM Inc.,Booth 2577,"Shibuya-ku Tokyo, Japan",https://twitter.com/carbgem,https://www.linkedin.com/company/carbgem-inc/,https://www.facebook.com/Carbgem-101627242691483,https://carbgem.com/en/,Antibiotic resistance is a growing public health concern worldwide and is caused by misuse and overuse of antibiotics that are used for treating infections caused by bacteria.,Non-Molecular Diagnostics
CancerFree Biotech Ltd.,Booth 743,"Taipei City, Taiwan",https://twitter.com/CancerFreeBio,https://www.linkedin.com/company/cancerfree-biotech,https://www.facebook.com/CancerFreeBiotech,https://cancerfree.io/,"CancerFree Biotech has a patented system to create patient-derived organoids (PDO) using a bionic tumor culture system, which can be used as an avatar to help physicians and patients develop the optimal cancer treatment strategy. The technology uses blood specimens, making it easy and non-intrusive, and has been successful in deriving 130+ different types of solid tumors from real-world cancer patients. CancerFree Biotech is also collaborating with pharmaceutical companies, using their PDO model to predict clinical trial outcomes during the drug development process, potentially helping to validate compounds during the preclinical and clinical trial phases.",CRO & Analytical Labs
CANCERAPPY,Booth 443,"Erandio, Spain",https://twitter.com/cancerappy,https://www.linkedin.com/company/cancerappy/,,https://cancerappy.com/,"CancerAppy is a biotech specialized in the field of cancer research, focused on the discovery and development of new therapeutic targets, based on its own artificial intelligence methodology.","Preclinical, Bioinformatics"
"Boehringer Ingelheim Pharmaceuticals, Inc.",Booth 534,"Ridgefield, Connecticut, United States",https://twitter.com/boehringer,https://www.linkedin.com/company/boehringer-ingelheim/,https://www.facebook.com/BoehringerUS/,http://www.boehringer-ingelheim.com,"At Boehringer Ingelheim we are driven by the desire to serve humankind by improving human and animal health. As a successful, family owned company we plan in generations. We work together globally and with integrity. Our FOCUS articulates who we are and what we strive for, why we exist, how we work and what we want to achieve.",
